area,caracteristicas,descripcion,estrato,numero_baños,numero_habitaciones,precio,tipo_inmueble,tipo_operacion,titulo,ubicacion
,Aparcadero,"Atos Inmobiliaria - Casa para Estrenar en Las QuintasPresentamos una oportunidad única para adquirir una casa para estrenar en el prestigioso barrio Las Quintas, ubicado al norte de la ciudad. Esta casa, situada en un sector que combina lo residencial con lo comercial, ofrece un espacio moderno y funcional distribuido en tres niveles.Características Destacadas:Diseño Moderno: La casa presenta un diseño moderno y espacioso, con amplias áreas de sala, comedor y cocina integral, perfectas para la vida en familia.Tres Niveles: Con tres niveles, la casa ofrece una distribución eficiente del espacio. Encontrarás dos habitaciones en el nivel superior y la habitación principal con baño privado y balcón.Terraza Soleada: La joya de esta propiedad es su hermosa terraza, ideal para disfrutar del sol por la tarde y organizar reuniones al aire libre.Ubicada en una zona de alta demanda, esta casa no solo ofrece una vida cómoda sino también la promesa de una excelente inversión.",,3 baños,,"$ 390.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja LAS QUINTAS,"Boyacá, Tunja, Tunja"
59 m²,"Aparcadero,Tanque de agua,Agua,Cocina integral,Gas natural","CONFORTABLE APARTAMENTO UBICADO EN LA ENTRADA DEL BARRIO MESOPOTAMIA, CERCA A LA AVENIDA NORTE, CENTRO COMERCIAL LA SEXTA, CAMARA DE COMERCIO, UPTC.

Vendo Apartamento en un Quinto piso con ascensor, celaduria, garaje.
El apartamento consta de: Sala comedor, cocina integral, zona de ropas, dos habitaciones con closet, baño privado, baño social, pisos en madera laminada, calentador de paso, cortinas

Servicios de agua, luz, gas natural estrato 5
Área: 59mts2
Valor Venta: $ 235.000.000

CONTACTO ",5,2 baños,2 habitaciones,"$ 235.000.000
                        ",Apartamento,Compra,VENDO APARTAMENTO EDIFICIO  PALMAS DE MESOPOTAMIA,"Mesopotamia, Carrera 4, Tunja, Boyacá, Colombia"
59 m²,"Aparcadero,Tanque de agua,Agua,Cocina integral,Gas natural","CONFORTABLE APARTAMENTO UBICADO EN LA ENTRADA DEL BARRIO MESOPOTAMIA, CERCA A LA AVENIDA NORTE, CENTRO COMERCIAL LA SEXTA, CAMARA DE COMERCIO, UPTC.

Vendo Apartamento en un Quinto piso con ascensor, celaduria, garaje.
El apartamento consta de: Sala comedor, cocina integral, zona de ropas, dos habitaciones con closet, baño privado, baño social, pisos en madera laminada, calentador de paso, cortinas

Servicios de agua, luz, gas natural estrato 5
Área: 59mts2
Valor Venta: $ 235.000.000

CONTACTO ",5,2 baños,2 habitaciones,"$ 235.000.000
                        ",Apartamento,Compra,VENDO APARTAMENTO EDIFICIO  PALMAS DE MESOPOTAMIA,"Mesopotamia, Carrera 4, Tunja, Boyacá, Colombia"
,Aparcadero,"Atos Inmobiliaria - Casa para Estrenar en Las QuintasPresentamos una oportunidad única para adquirir una casa para estrenar en el prestigioso barrio Las Quintas, ubicado al norte de la ciudad. Esta casa, situada en un sector que combina lo residencial con lo comercial, ofrece un espacio moderno y funcional distribuido en tres niveles.Características Destacadas:Diseño Moderno: La casa presenta un diseño moderno y espacioso, con amplias áreas de sala, comedor y cocina integral, perfectas para la vida en familia.Tres Niveles: Con tres niveles, la casa ofrece una distribución eficiente del espacio. Encontrarás dos habitaciones en el nivel superior y la habitación principal con baño privado y balcón.Terraza Soleada: La joya de esta propiedad es su hermosa terraza, ideal para disfrutar del sol por la tarde y organizar reuniones al aire libre.Ubicada en una zona de alta demanda, esta casa no solo ofrece una vida cómoda sino también la promesa de una excelente inversión.",,3 baños,,"$ 390.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja LAS QUINTAS,"Boyacá, Tunja, Tunja"
,,Lote: ubicado en sector de desarrollo comercial,,,,,,,,
,,"VENDO EXCELENTE APARTAMENTO EN SAN FRANCISCO/ PARA ESTRENAR, DOS ALCOBAS, ESTUDIO CON POSIBILIDAD DE OTRA ALCOBA, UN BAÑO, SALA COMEDOR, COCINA INTEGRAL, GARAJE. EXCELENTE VISTA!",,,,,,,,
,,"Espectacular apartamento en el centro de la ciudad. Consta de 2 habitaciones con closet incluido, 2 baños, sala comedor, cocina integral, área de ropas, cuarto de servicio o área de planchado.",,,,,,,,
,,"EN VENTA HERMOSO APARTAMENTO, ubicado en el edificio IN ALTEZZA; área:84 m2, consta de: sala, comedor, cocina integral, estudio, habitación principal con baño, 2 habitaciones auxiliares y baño social. valor: 220.000.000",,,,,,,,
,Aparcadero,"Atos Inmobiliaria tiene disponible para la venta un apartamento en el séptimo piso, ubicado cerca del centro comercial Unicentro. Este apartamento cuenta con un área de 87 m² y ofrece una distribución que incluye sala comedor, cocina integral, zona de ropas, tres habitaciones, dos baños, dos balcones y parqueadero. Además, forma parte de un conjunto cerrado que brinda comodidad y seguridad. Si estás interesado en adquirir esta propiedad en una ubicación conveniente, te invitamos a ponerte en contacto con Atos Inmobiliaria para obtener más detalles y programar una visita. Esta podría ser una excelente oportunidad para quienes buscan un espacio residencial cerca de servicios y comercios en la ciudad.",,2 baños,,"$ 340.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja UNICENTRO,"Boyacá, Tunja, Tunja"
,,"EN VENTA HERMOSO APARTAMENTO, Área: 126 mt2 + parqueadero, cuenta con sala, comedor, cocina integral, zona de lavandería, baño auxiliar, 3 habitaciones, habitación ppal con baño.",,,,,,,,
42 m²,"Cocina integral,Gas natural,Tanque de agua,Agua","VENDO APARTAESTUDIO EN EL SECTOR DE LAS NIEVES, SOBRE LA AVENIDA MALDONADO, CERCA DE EL CENTRO HISTORICO DE TUNJA. COLEGIO SALECIANO, PLAZOLETA DE LAS NIEVES.

El apartaestudio esta en el piso 3°, el edificio cuenta con ascensor, puerta de seguridad, citofonia, consta de: una habitacion con closet, un baño, sala comedor, cocina integral, zona de ropas, calentador de paso.

servicios de: agua, luz, gas natural, estrato 4
Área construida: 42mts2.
Valor Venta: $ 150.000.000 negociable

CONTACTO: ",4,,,"$ 150.000.000
                        ",Apartamento,Compra,VENDO APARTAESTUDIO BARRIO LAS NIEVES SOBRE AVENIDA MALDONADO,"Carrera 10 #26-34, Tunja, Boyacá, Colombia"
,,"VENDO CASA EN LA MARÍA, Excelentes acabados, iluminación natural, super amplia. Consta de Antejardin, garaje cubierto para tres carros con puerta eléctrica, sala con estar de chimenea, comedor independiente, cocina integral, comedor auxiliar, patio de ropas, patio descubierto con jardín, cuarto y baño de servicio, dos estudios, cuatro alcobas con baño privado, estar de TV, alcoba principal con baño privado, tina, dos terrazas, pisos en cerámica y madera maciza.",,,,,,,,
,,"Vende Casa Esquinera Barrio Villa Luz, con un area de 198m2, consta de:Primer Piso:2 garajes, sala-comedor, 1 alcoba, 1 baño, Segundo Piso:2 alcobas con closet, sala-comedor, cocina integral, patio amplio 1 baño, Tercer Piso:Sala comedor, dos alcobas, cocina semiintegral, patio y baño.",,,,,,,,
,,"VENDO HERMOSA CASA CON APARTAMENTO INDEPENDIENTE. Consta de Primer piso: Garaje, apartamento independiente: Dos alcobas, sala comedor, cocina integral, patio de ropas con servicios independientes. Segundo piso: Sala comedor, cocina integral, patio de ropas, cuatro alcobas, dos con closet y baño privado, tres baño, balcon, excelente iluminacion.",,,,,,,,
,,"SE VENDE HERMOSA CASA, sector av Norte. área de 320M2. tres piso; la casa consta de, en el primer nivel sala, comedor, cocina integral, patio, cuarto de servicio con baño, garaje cubierto; segundo nivel: 3 habitaciones, habitación principal con baño, estudio independiente.3er nivel. 2 salones de juegos, terraza, baño. valor: 850.000.000",,,,,,,,
,,"SE VENDE HERMOSA CASA, ubicada en el barrio Surinama. área: 150 mts2. consta de sala, comedor, cocina integral, zona de lavandería, patio social, 4 habitaciones, 3 baños. valor: 380.000.000",,,,,,,,
,,"EN VENTA HERMOSO APARTAMENTO, ubicado en el sector de la glorieta del gobernador. área: 100 mts. consta de sala, comedor, cocina integral, tres habitaciones, ppal con baño y baño social. valor: 380.000.000",,,,,,,,
,,"VENDO APARTAESTUDIO MUY CENTRAL/ Cerca a la Uptc, de una alcoba con closet, baño, sala comedor, cocina integral, zona de ropas.",,,,,,,,
,,"Se Vende Hermoso apartaestudio ubicado en el barrio la María, consta de 1 habitación con closet, 1 baño, cocina integral, sala-comedor y zona de ropas. cerca a la universidad Uptc y centros comerciales, vías de acceso y gran sector de valorización.",,,,,,,,
,,"HERMOSA CASA EN VENTA, ubicada en el sector de la Av universitaria. área: 240 m2, consta de tres niveles; primer nivel se encuentra estudio, sala, comedor, cocina integral, baño social, cuarto de servicio con baño. segundo nivel tenemos 3 habitaciones, una de ellas con baño y baño social; el tercer nivel cuenta con habitación ppal con baño, estudio y gimnasio. valor sin amoblar: 650.000.000 y valor de la casa amoblada: 750.000.000",,,,,,,,
,,"Casa Moderna en conjunto cerrado al norte de la ciudad; amplia, cómoda e iluminada. Primer nivel: Sala con chimenea, comedor, patio de ropas, cocina integral, 1 baño. Segundo nivel: 3 habitaciones con closet, 1 baño, zona de estudio. Tercer nivel: Habitación principal con baño privado, 2 closet. Excelente ubicación, cerca a la avenida norte Sitios de interés cercanos. Colegio los Ángeles, Andino, Campestre Uniboyaca Medilaser",,,,,,,,
,,"Hermoso apartamento cerca a Olímpica y uptc. Consta de 2 habitaciones con closet incluido, 1 baño, sala comedor, cocina integral y zona de ropas.",,,,,,,,
,,"Vendo dos lotes muy bien ubicados, barrio 20 de Julio, uno de 429.21m2 y otro de 628.59m2 total: 1058m2, Valor: $550.000 el metro cuadrado, precio negociable, Lotes despejados, pastados y cercados. Permite altura, construcción para vivienda de interés social.",,,,,,,,
,,"EN VENTA HERMOSO APARTAMENTO, área: 55m2. consta de: sala, comedor, cocina integral, 2 habitaciones, habitación principal con baño y baño social, no tiene parqueadero. ($220) cerca a la Clínica los Andes",,,,,,,,
,,"Vendo lote esquinero en el barrio El Jordan, cerca a la licorera de Boyaca, permite 5 pisos de altura, servicios de agua y luz, de 1.300m2, uso comercial, residencial - para proyecto VIS.Funciona parqueadero ¡Precio Negociable!",,,,,,,,
,,"VENDO CASA SOBRE VIA PRINCIPAL - AL LADO DE LA GLORIETA, EXCELENTE UBICACION, PARA OFICINAS, ENTIDAD FINANCIERA, COMERCIAL, TAMBIEN PARA CONSTRUCCION DE 5 PISOS Y COMERCIO; LA CASA CONSTA DE DOS GARAJES, CUARTO DE SERVICIO CON BAÑO PRIVADO, BAÑO SOCIAL, COCINA INTEGRAL, PATIO DE ROPAS, SALA Y COMEDOR, CHIMENEA, JARDIN, SOLAR, TRES ALCOBAS CON BAÑO PRIVADO, BAÑO AUXILIAR, DOS ESTUDIOS.",,,,,,,,
,,"VENDO CASA CENTRAL/ DE SIETE ALCOBAS, 5 BAÑOS, SALA COMEDOR, COCINA, PATIO DE ROPAS, JARDIN INTERNO, GARAJE, UN LOCAL COMERCIAL.",,,,,,,,
,,"ESTA TIENE EL ÁREA Y LA UBICACIÓN PARA VIVIR (Cerca a Universidades, Colegios, Centro Comercial Unicentro y VIVA ) Área: 128M2 Derecho a 2 parqueaderos. Sala, comedor, cocina integral, zona de ropas, 3 habitaciones, terraza, 3 baños. V a l o r ($. )",,,,,,,,
,,"Amplia, Moderna, Iluminada Habitabilidad. En Un Ambiente Natural Y Lleno De Jardines. Diseño Y Comodidad Con Excelentes Acabados Area total construida: 212.0 m2 Area de bodega tipo buhardilla: 8.45 m2 Area de terraza: 14.15 m2 Area de antejardín: 9.9 m2 Dos pisos altillo y buhardilla. Lugares cercanos de interés: Ubicación estratégica avenida norte salida a Paipa y conexión avenida universitaria Colegio los Ángeles y Clínica Medilaser Zona comercial sobre avenida norte Barrio los Muiscas.",,,,,,,,
,,"VENDO APARTAESTUDIO AL LADO DE LA UPTC, Alcoba con closet, baño, sala comedor, cocina integral. EXCELENTE UBICACION!",,,,,,,,
,,"VENDO ESPECTACULAR APARTAMENTO EN EL MESOPOTAMIA/ EXCELENTE SECTOR, consta de sala comedor, cocina integral, baño social, baño auxiliar, cuarto de servicio con baño principal, estudio, tres alcobas con closet la principal con baño privado, dos garajes, pisos en madera maciza, encortinado, excelente iluminación, ascensor, vigilancia 24 horas.",,,,,,,,
,Aparcadero,"Atos Inmobiliaria - Casa para Estrenar en Las QuintasPresentamos una oportunidad única para adquirir una casa para estrenar en el prestigioso barrio Las Quintas, ubicado al norte de la ciudad. Esta casa, situada en un sector que combina lo residencial con lo comercial, ofrece un espacio moderno y funcional distribuido en tres niveles.Características Destacadas:Diseño Moderno: La casa presenta un diseño moderno y espacioso, con amplias áreas de sala, comedor y cocina integral, perfectas para la vida en familia.Tres Niveles: Con tres niveles, la casa ofrece una distribución eficiente del espacio. Encontrarás dos habitaciones en el nivel superior y la habitación principal con baño privado y balcón.Terraza Soleada: La joya de esta propiedad es su hermosa terraza, ideal para disfrutar del sol por la tarde y organizar reuniones al aire libre.Ubicada en una zona de alta demanda, esta casa no solo ofrece una vida cómoda sino también la promesa de una excelente inversión.",,3 baños,,"$ 390.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja LAS QUINTAS,"Boyacá, Tunja, Tunja"
59 m²,"Aparcadero,Tanque de agua,Agua,Cocina integral,Gas natural","CONFORTABLE APARTAMENTO UBICADO EN LA ENTRADA DEL BARRIO MESOPOTAMIA, CERCA A LA AVENIDA NORTE, CENTRO COMERCIAL LA SEXTA, CAMARA DE COMERCIO, UPTC.

Vendo Apartamento en un Quinto piso con ascensor, celaduria, garaje.
El apartamento consta de: Sala comedor, cocina integral, zona de ropas, dos habitaciones con closet, baño privado, baño social, pisos en madera laminada, calentador de paso, cortinas

Servicios de agua, luz, gas natural estrato 5
Área: 59mts2
Valor Venta: $ 235.000.000

CONTACTO ",5,2 baños,2 habitaciones,"$ 235.000.000
                        ",Apartamento,Compra,VENDO APARTAMENTO EDIFICIO  PALMAS DE MESOPOTAMIA,"Mesopotamia, Carrera 4, Tunja, Boyacá, Colombia"
,Aparcadero,"Atos Inmobiliaria - Casa para Estrenar en Las QuintasPresentamos una oportunidad única para adquirir una casa para estrenar en el prestigioso barrio Las Quintas, ubicado al norte de la ciudad. Esta casa, situada en un sector que combina lo residencial con lo comercial, ofrece un espacio moderno y funcional distribuido en tres niveles.Características Destacadas:Diseño Moderno: La casa presenta un diseño moderno y espacioso, con amplias áreas de sala, comedor y cocina integral, perfectas para la vida en familia.Tres Niveles: Con tres niveles, la casa ofrece una distribución eficiente del espacio. Encontrarás dos habitaciones en el nivel superior y la habitación principal con baño privado y balcón.Terraza Soleada: La joya de esta propiedad es su hermosa terraza, ideal para disfrutar del sol por la tarde y organizar reuniones al aire libre.Ubicada en una zona de alta demanda, esta casa no solo ofrece una vida cómoda sino también la promesa de una excelente inversión.",,3 baños,,"$ 390.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja LAS QUINTAS,"Boyacá, Tunja, Tunja"
,,"A 15 Minutos de Tunja. LA COMPRA INCLUYE: Casa Nueva 180M2 + Casa mayordomo + casa antigua. 2 Bodegas de 100M2 cada una. Establo, ordeño mecánico. Tractor nuevo Yondier con accesorios (8000 Horas). 50 Vacas Instalación eléctrica 45 KVA. 2 Acueductos propios privados y 2 veredales. Cuenta con río colindante al predio. Cuenta con canales de riego 7 reservorios de agua. 15M3 de almacenamiento de agua para riego. Excelentes pastizales.",,,,,,,,
,,"Se vende espectacular finca con un área de 33.728M2, totalmente cercada. Cuenta con casa de 2 habitaciones con closet, baño, cocina semiintegral, sala comedor, 3 reservorios de agua y una bodega. La casa tiene pozo subterráneo para agua limpia, equipo de presurización de agua y cámaras de seguridad",,,,,,,,
,,"Vendo espectacular apartamento cerca a Unicentro Tunja. consta: sala-comedor, cocina tipo americano, zona de ropas, tres alcobas con closet, estudio, dos baños, parqueadero. excelente oportunidad.",,,,,,,,
59 m²,"Aparcadero,Tanque de agua,Agua,Cocina integral,Gas natural","CONFORTABLE APARTAMENTO UBICADO EN LA ENTRADA DEL BARRIO MESOPOTAMIA, CERCA A LA AVENIDA NORTE, CENTRO COMERCIAL LA SEXTA, CAMARA DE COMERCIO, UPTC.

Vendo Apartamento en un Quinto piso con ascensor, celaduria, garaje.
El apartamento consta de: Sala comedor, cocina integral, zona de ropas, dos habitaciones con closet, baño privado, baño social, pisos en madera laminada, calentador de paso, cortinas

Servicios de agua, luz, gas natural estrato 5
Área: 59mts2
Valor Venta: $ 235.000.000

CONTACTO ",5,2 baños,2 habitaciones,"$ 235.000.000
                        ",Apartamento,Compra,VENDO APARTAMENTO EDIFICIO  PALMAS DE MESOPOTAMIA,"Mesopotamia, Carrera 4, Tunja, Boyacá, Colombia"
,Aparcadero,"Atos Inmobiliaria tiene disponible para la venta un apartamento en el séptimo piso, ubicado cerca del centro comercial Unicentro. Este apartamento cuenta con un área de 87 m² y ofrece una distribución que incluye sala comedor, cocina integral, zona de ropas, tres habitaciones, dos baños, dos balcones y parqueadero. Además, forma parte de un conjunto cerrado que brinda comodidad y seguridad. Si estás interesado en adquirir esta propiedad en una ubicación conveniente, te invitamos a ponerte en contacto con Atos Inmobiliaria para obtener más detalles y programar una visita. Esta podría ser una excelente oportunidad para quienes buscan un espacio residencial cerca de servicios y comercios en la ciudad.",,2 baños,,"$ 340.000.000
                        ",Apartamento,Compra,APARTAMENTO en VENTA en Tunja UNICENTRO,"Boyacá, Tunja, Tunja"
,,"Espectacular casa campestre, amplias zonas verdes, nacimiento de agua, dos salones amplios para eventos. CASA: Consta de tres alcobas, tres baños, zona de estudio, cocina industrial amplia, sala comedor, bodega. Dos salas exteriores. Circuito cerrado de cámaras. Zona BBQ Amplia zona de parqueaderos. Area del lote 4500m2",,,,,,,,
,,"VENDO LOTE/ EXCELENTE SECTOR - SOBRE AVENIDA UNIVERSITARIA, Para construir casa campestre o altura 5 pisos. estrato 5.",,,,,,,,
42 m²,"Cocina integral,Gas natural,Tanque de agua,Agua","VENDO APARTAESTUDIO EN EL SECTOR DE LAS NIEVES, SOBRE LA AVENIDA MALDONADO, CERCA DE EL CENTRO HISTORICO DE TUNJA. COLEGIO SALECIANO, PLAZOLETA DE LAS NIEVES.

El apartaestudio esta en el piso 3°, el edificio cuenta con ascensor, puerta de seguridad, citofonia, consta de: una habitacion con closet, un baño, sala comedor, cocina integral, zona de ropas, calentador de paso.

servicios de: agua, luz, gas natural, estrato 4
Área construida: 42mts2.
Valor Venta: $ 150.000.000 negociable

CONTACTO: ",4,,,"$ 150.000.000
                        ",Apartamento,Compra,VENDO APARTAESTUDIO BARRIO LAS NIEVES SOBRE AVENIDA MALDONADO,"Carrera 10 #26-34, Tunja, Boyacá, Colombia"
,,"Espectacular lote campestre en zona exclusiva de la ciudad, con excelente ubicación que hace que tenga la mayor valorización en la ciudad. Con dimensiones de 18 M2 de frente por 34.50 M2 de fondo aproximadamente. ¡No te lo puedes perder!",,,,,,,,
,,"VENDO LOTE MUY BIEN UBICADO/ USO AGROINDUSTRIAL, DISPONIBILIDAD DE SERVICIOS DE AGUA Y LUZ, VIAS DE ACCESO VEHICULAR, COMPLETAMENTE PLANO A 1 KM DEL TERMINAL NUEVO, LIBRE TOTALMENTE. A $150.000 EL METRO CUADRADO.",,,,,,,,
,,"Espectacular oficina con vista hacia el occidente. El edificio cuenta con ascensor, sala de juntas para las oficinas del piso y batería de baños. Consta con garaje cubierto, zona de parqueo para visitantes.",,,,,,,,
,,"Este tiene el área y cuenta con la comodidad que todo el mundo desea. Cerca al centro comercial VIVA, Boulevard, Unicentro - Tunja. Área Construcción: 167M2 + Doble Parqueadero. 3 Habitaciones, 2 baños, estudio, cuarto de servicio con baño. V a l o r: ($550.000.000) Neg",,,,,,,,
,,"Magnifica propiedad ubicada en estratégica y exclusiva zona de la ciudad de Tunja, rodeado de naturaleza y casas campestres, inmejorable vista a la ciudad, cerca a todo, sector muy seguro, son 1.500 mtrs, ideal para construir proyecto de aptos o casa campestre, servicio de alcantarillado, luz y agua, tiene 2 entradas. al dia en todo INTERMEDIARIOS. CITA PREVIA YA QUE EL DESPLAZAMIENTO SE HACE DESDE BOGOTA. MEDIDAS 25 ANCHO POR 75 DE FONDO.",,,,,,,,
,,"Cerca a la Clínica MEDILASER - Tunja Área Privada. 20.05 M2 + Parqueadero Cubierto (10.99M2) + Depósito (3.10M2) Cuenta con cortinas, tuberías para unidad odontológica, baño privado, y tubería para un nuevo lavamanos dentro del área interior: $.",,,,,,,,
,,"gran apartamento en sector exclusivo de la cuidad de Tunja, con las mejores vistas, buena iluminación natural.",,,,,,,,
,,Vendo amplio lote ubicado en excelente lugar en Tunja para construir casa en la Urbanización Vila Trinidad,,,,,,,,
,,"LOTES EN EL NORTE DE TUNJA, ZONA INDUSTRIAL PARA BODEGA CON 200 METROS, 10 POR 20.",,,,,,,,
,,"Vendo espectacular apartamento ubicado cerca a grandes centros comerciales de la ciudad de Tunja, UNICENTRO Y CENTRO COMERCIAL VIVA. consta: sala-comedor, cocina tipo americano, zona de ropas, tres alcobas con closet, dos baños y parqueadero.",,,,,,,,
,,"Ofrecemos magnifico predio ubicado en Tunja en el barrio la Calleja, esquinero con multiples usos; vivienda, comercial e industrial, vías de acceso carrera catorce y la diagonal treinta y ocho, por su magnífica ubicación cumple con los estándares de las empresas de hoy, Consúltenos y aproveche esta gran oportunidad.",,,,,,,,
,,"Se vende lote de 40.000m2, a $135.000 el metro, zona urbana, varias vías de acceso, ubicado al noroccidente de Tunja, con punto de gas, agua y luz, apto para proyecto de interés social.",,,,,,,,
,,"Se vende y se arrienda consultorio en zona norte de la ciudad de Tunja, con un área de 21.6 m2 con baño, bodega y parqueadero cubierto. vigilancia privada las 24 horas, ascensor, salas de espera y espacios amplios.",,,,,,,,
,,"¡INMUBLE EN OFERTA!INMUEBLE DAVIVIENDA. Local comercial ubicado en el reconocido Centro Comercial Green Hills, al norte de la ciudad, Cuenta con parqueadero visitantes y excelentes vías de acceso hacia la plazoleta de locales, como la Avenida Universitaria, vía Villapinzon-Tunja y rutas de transporte. Gran zona comercial. PREGUNTA POR NUESTRO DESCUENTO ESPECIAL",,,,,,,,
,,"¡GRAN OPORTUNIDAD DE INVERSION! LOTE PARA VENTA DE 32.000 METROS, VALORADO EN $130.000 PESOS POR METRO CUADRADO, CON CASA TERMINADA DE 160 METROS, UBICADO SOBRE VIA ALTERNA VARIANTE.",,,,,,,,
,,"¡ESPECTACULAR OPORTUNIDAD! VENDEMOS LOTE EN TUNJA 9.200 MTS SOBRE VIA PRINCIPAL CON USO RESIDENCIAL, FRENTE AL EDIFICIO ALTEZZA. IDEAL PARA CONSTRUCTORES ALTURA APROXIMADA DE CONTRUCCION 20 PISOS. SE PERMUTA POR PREDIOS EN BOGOTA Y ALREDEDORES.",,,,,,,,
,,"¡ESPECTACULAR OPORTUNIDAD! VENDEMOS LOTE EN TUNJA 14.900 MTS APROXIMADAMENTE SOBRE VIA PRINCIPAL CON USO RESIDENCIAL, CERCA A LA ESTACION DE POLICIA Y ESTADIO DE FÚTBOL. IDEAL PARA CONSTRUCTORES ALTURA APROXIMADA DE CONTRUCCION 20 PISOS. SE RECIBEN PREDIOS EN BOGOTA COMO PARTE DE PAGO.",,,,,,,,
,,"VENDO HERMOSA CASA REMODELADA/ DE TRES ALCOBAS, DOS BAÑOS, SALA COMEDOR, COCINA INTEGRAL, PATIO DE ROPAS.",,,,,,,,
,,"Vendo hermoso apartamento Duplex, con excelentes acabados. consta de: sala-comedor, cocina integral, zona de ropas, baño auxiliar, escaleras en madera, dos alcobas, un baño.",,,,,,,,
,,"VENDO ESPECTACULAR APARTAMENTO PARA ESTRENAR/EXCELENTE UBICACION, ZONA DE ALTA VALORIZACION, ZONA RESIDENCIAL- DE TRES ALCOBAS, DOS BAÑOS, SALA COMEDOR, COCINA INTEGRAL, ZONA DE ROPAS, GARAJE COMUNAL.",,,,,,,,
,,"CÓDIGO 6765FR315 Casa ubicada en el barrio Surinama de Tunja, edificación de tres pisos, en el primero se encuentra ubicado un garaje, sala comedor, cocina, amplios patio de ropas, dos habitaciones.",,,,,,,,
59 m²,"Aparcadero,Tanque de agua,Agua,Cocina integral,Gas natural","CONFORTABLE APARTAMENTO UBICADO EN LA ENTRADA DEL BARRIO MESOPOTAMIA, CERCA A LA AVENIDA NORTE, CENTRO COMERCIAL LA SEXTA, CAMARA DE COMERCIO, UPTC.

Vendo Apartamento en un Quinto piso con ascensor, celaduria, garaje.
El apartamento consta de: Sala comedor, cocina integral, zona de ropas, dos habitaciones con closet, baño privado, baño social, pisos en madera laminada, calentador de paso, cortinas

Servicios de agua, luz, gas natural estrato 5
Área: 59mts2
Valor Venta: $ 235.000.000

CONTACTO ",5,2 baños,2 habitaciones,"$ 235.000.000
                        ",Apartamento,Compra,VENDO APARTAMENTO EDIFICIO  PALMAS DE MESOPOTAMIA,"Mesopotamia, Carrera 4, Tunja, Boyacá, Colombia"
,Aparcadero,"Atos Inmobiliaria - Casa para Estrenar en Las QuintasPresentamos una oportunidad única para adquirir una casa para estrenar en el prestigioso barrio Las Quintas, ubicado al norte de la ciudad. Esta casa, situada en un sector que combina lo residencial con lo comercial, ofrece un espacio moderno y funcional distribuido en tres niveles.Características Destacadas:Diseño Moderno: La casa presenta un diseño moderno y espacioso, con amplias áreas de sala, comedor y cocina integral, perfectas para la vida en familia.Tres Niveles: Con tres niveles, la casa ofrece una distribución eficiente del espacio. Encontrarás dos habitaciones en el nivel superior y la habitación principal con baño privado y balcón.Terraza Soleada: La joya de esta propiedad es su hermosa terraza, ideal para disfrutar del sol por la tarde y organizar reuniones al aire libre.Ubicada en una zona de alta demanda, esta casa no solo ofrece una vida cómoda sino también la promesa de una excelente inversión.",,3 baños,,"$ 390.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja LAS QUINTAS,"Boyacá, Tunja, Tunja"
,Aparcadero,"Atos Inmobiliaria - Casa para Estrenar en Las QuintasPresentamos una oportunidad única para adquirir una casa para estrenar en el prestigioso barrio Las Quintas, ubicado al norte de la ciudad. Esta casa, situada en un sector que combina lo residencial con lo comercial, ofrece un espacio moderno y funcional distribuido en tres niveles.Características Destacadas:Diseño Moderno: La casa presenta un diseño moderno y espacioso, con amplias áreas de sala, comedor y cocina integral, perfectas para la vida en familia.Tres Niveles: Con tres niveles, la casa ofrece una distribución eficiente del espacio. Encontrarás dos habitaciones en el nivel superior y la habitación principal con baño privado y balcón.Terraza Soleada: La joya de esta propiedad es su hermosa terraza, ideal para disfrutar del sol por la tarde y organizar reuniones al aire libre.Ubicada en una zona de alta demanda, esta casa no solo ofrece una vida cómoda sino también la promesa de una excelente inversión.",,3 baños,,"$ 390.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja LAS QUINTAS,"Boyacá, Tunja, Tunja"
,Aparcadero,"Atos Inmobiliaria - Casa para Estrenar en Las QuintasPresentamos una oportunidad única para adquirir una casa para estrenar en el prestigioso barrio Las Quintas, ubicado al norte de la ciudad. Esta casa, situada en un sector que combina lo residencial con lo comercial, ofrece un espacio moderno y funcional distribuido en tres niveles.Características Destacadas:Diseño Moderno: La casa presenta un diseño moderno y espacioso, con amplias áreas de sala, comedor y cocina integral, perfectas para la vida en familia.Tres Niveles: Con tres niveles, la casa ofrece una distribución eficiente del espacio. Encontrarás dos habitaciones en el nivel superior y la habitación principal con baño privado y balcón.Terraza Soleada: La joya de esta propiedad es su hermosa terraza, ideal para disfrutar del sol por la tarde y organizar reuniones al aire libre.Ubicada en una zona de alta demanda, esta casa no solo ofrece una vida cómoda sino también la promesa de una excelente inversión.",,3 baños,,"$ 390.000.000
                        ",Casa,Compra,CASA en VENTA en Tunja LAS QUINTAS,"Boyacá, Tunja, Tunja"
